SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
CSCE-313,17,4,1,1,1,24,3.458,0,0,0,0,0,24,HOUNGNINOU D
CSCE-313,15,3,6,0,0,24,3.375,0,0,0,0,0,24,TYAGI A
CSCE-313,17,2,3,1,0,23,3.521,0,0,0,0,0,23,TYAGI A
CSCE-313,21,2,0,0,1,24,3.75,0,0,0,0,0,24,TYAGI A
CSCE-313,7,2,0,0,0,9,3.777,0,0,0,0,0,9,TYAGI A
CSCE-313,17,3,1,0,0,21,3.761,0,0,0,2,0,23,TYAGI A
CSCE-313,17,6,0,0,0,23,3.739,0,0,0,1,0,24,TYAGI A
CSCE-313,17,3,3,0,1,24,3.458,0,0,0,0,0,24,TYAGI A
CSCE-313,16,5,2,0,0,23,3.608,0,0,0,1,0,24,TYAGI A
CSCE-314,75,19,2,0,1,97,3.721,0,0,0,1,0,98,LUPOLI S
CSCE-314,67,19,5,3,2,96,3.52,0,0,0,0,0,96,LUPOLI S
CSCE-315,19,2,0,0,0,21,3.904,0,0,0,1,0,22,THOMAS S
CSCE-315,21,1,0,0,0,22,3.954,0,0,0,0,0,22,THOMAS S
CSCE-315,14,4,1,0,0,19,3.684,0,0,0,1,0,20,THOMAS S
CSCE-315,15,4,0,0,0,19,3.789,0,0,0,0,0,19,LIGHTFOOT R
CSCE-315,18,2,0,0,0,20,3.9,0,0,0,0,0,20,LIGHTFOOT R
CSCE-315,16,3,2,0,0,21,3.666,0,0,0,0,0,21,LIGHTFOOT R
CSCE-315,12,8,0,0,0,20,3.6,0,0,0,0,0,20,LIGHTFOOT R
CSCE-315,18,3,2,0,0,23,3.695,0,0,0,0,0,23,LIGHTFOOT R
CSCE-315,16,4,2,0,0,22,3.636,0,0,0,0,0,22,LIGHTFOOT R
CSCE-315,16,3,1,0,0,20,3.75,0,0,0,0,0,20,LIGHTFOOT R
CSCE-315,12,3,1,0,0,16,3.687,0,0,0,0,0,16,LIGHTFOOT R
CSCE-315,20,0,1,0,0,21,3.904,0,0,0,1,0,22,TAELE P
CSCE-315,14,0,1,0,0,15,3.866,0,0,0,2,0,17,TAELE P
CSCE-315,15,3,0,0,0,18,3.833,0,0,0,0,0,18,TAELE P
CSCE-315,6,0,1,0,0,7,3.714,0,0,0,0,0,7,TAELE P
CSCE-315,12,0,0,0,0,12,4,0,0,0,0,0,12,THOMAS S
CSCE-315,12,0,0,0,0,12,4,0,0,0,0,0,12,THOMAS S
CSCE-331,20,0,0,0,0,20,4,0,0,0,0,0,20,TAELE P
CSCE-331,19,0,0,0,0,19,4,0,0,0,0,0,19,TAELE P
CSCE-331,13,0,0,0,1,14,3.714,0,0,0,1,0,15,TAELE P
CSCE-402,51,3,0,0,0,54,3.944,0,0,0,1,0,55,DEWITTE P
CSCE-410,23,16,10,2,7,58,2.793,0,0,0,21,0,79,TSAI C
CSCE-410,3,8,3,1,0,15,2.866,0,0,0,7,0,22,BETTATI R
CSCE-411,51,44,1,0,0,96,3.52,1,0,0,2,0,99,JIANG A
CSCE-411,30,30,11,0,1,72,3.222,0,0,0,12,0,84,KLAPPENECKER A
CSCE-412,10,0,0,0,0,10,4,0,0,0,0,0,10,LIGHTFOOT R
CSCE-412,80,8,2,0,0,90,3.866,0,0,0,0,0,90,LIGHTFOOT R
CSCE-420,29,20,8,2,3,62,3.129,0,0,0,1,0,63,SHELL D
CSCE-420,44,30,16,0,0,90,3.311,0,0,0,6,0,96,CHOE Y
CSCE-421,13,0,0,0,0,13,4,0,0,0,0,0,13,CHASPARI T
CSCE-421,80,3,3,0,0,86,3.895,0,0,0,1,0,87,CHASPARI T
CSCE-431,17,3,0,0,1,21,3.666,0,0,0,0,0,21,WADE P
CSCE-431,17,3,0,0,0,20,3.85,0,0,0,1,0,21,WADE P
CSCE-431,16,6,0,0,0,22,3.727,0,0,0,0,0,22,WADE P
CSCE-431,12,2,0,0,0,14,3.857,0,0,0,1,0,15,WADE P
CSCE-431,9,5,0,0,1,15,3.4,0,0,0,5,0,20,WADE P
CSCE-431,16,3,0,0,0,19,3.842,0,0,0,0,0,19,WADE P
CSCE-431,14,0,0,0,0,14,4,0,0,0,0,0,14,WADE P
CSCE-433,8,4,6,1,2,21,2.714,0,0,0,2,1,24,GARAY J
CSCE-434,7,2,2,0,0,11,3.454,0,0,0,9,0,20,NGUYEN K
CSCE-435,78,11,4,0,0,93,3.795,0,0,0,1,0,94,PEARCE O
CSCE-436,11,0,0,0,0,11,4,0,0,0,0,0,11,MOORE J
CSCE-436,80,5,3,0,0,88,3.875,0,0,0,0,0,88,MOORE J
CSCE-441,7,3,0,0,0,10,3.7,0,0,0,2,0,12,KHADEMI KALANTARI N
CSCE-441,27,16,24,2,10,79,2.607,0,0,0,7,0,86,KHADEMI KALANTARI N
CSCE-450,16,5,2,0,0,23,3.608,0,0,0,2,0,25,SUEDA S
CSCE-462,19,5,3,0,1,28,3.464,0,0,0,0,0,28,LIU J
CSCE-462,4,3,3,0,1,11,2.818,0,0,0,0,0,11,LIU J
CSCE-463,14,5,2,1,1,23,3.166,0,0,0,6,0,29,LOGUINOV D
CSCE-465,5,6,0,0,0,11,3.454,0,0,0,0,0,11,ZHANG Y
CSCE-465,16,16,6,0,5,43,2.883,0,0,0,2,0,45,GU G
CSCE-465,21,44,11,3,1,80,3.012,0,0,0,1,0,81,ZHANG Y
CSCE-469,7,14,5,0,0,26,3.076,0,0,0,3,0,29,KIM E
CSCE-477,51,3,0,0,0,54,3.944,0,0,0,0,0,54,DEWITTE P
CSCE-481,348,18,17,3,6,392,3.783,4,0,0,4,0,400,GUTIERREZ-OSUNA R
CSCE-482,25,3,0,0,0,28,3.892,0,0,0,0,0,28,WANG D
CSCE-482,24,6,0,0,0,30,3.8,0,0,0,0,0,30,SHELL D
CSCE-482,28,2,1,0,0,31,3.87,1,0,0,0,0,32,WADE P
CSCE-483,22,7,0,0,0,29,3.758,0,0,0,0,0,29,MAHAPATRA R
CSCE-489,21,25,6,0,0,52,3.288,0,0,0,0,0,52,CARLISLE M
CSCE-491,22,0,0,0,0,22,4,0,0,0,0,0,22,HAMMOND T
CSCE-491,9,0,0,0,0,9,4,0,0,0,1,0,10,HAMMOND T
CSCE-606,84,16,0,0,0,100,3.84,0,0,0,0,0,100,RITCHEY P
CSCE-611,69,27,0,0,1,97,3.68,0,0,0,1,0,98,BETTATI R
CSCE-612,3,1,1,0,0,5,3.4,0,0,0,2,0,7,LOGUINOV D
CSCE-614,24,35,7,2,0,68,3.191,0,0,0,0,0,68,JIMENEZ D
CSCE-614,6,3,4,0,0,13,3.153,1,0,0,0,0,14,KIM E
CSCE-616,46,6,0,0,0,52,3.884,0,0,0,0,0,52,QUINN M
CSCE-624,42,4,4,1,0,51,3.705,6,0,0,1,0,58,HAMMOND T
CSCE-625,26,7,6,0,0,39,3.512,0,0,0,0,7,46,MURPHY R
CSCE-627,14,7,1,1,1,24,3.333,0,0,0,1,1,26,GARAY J
CSCE-628,25,5,1,0,0,31,3.774,0,0,0,0,0,31,SZE S
CSCE-629,29,56,2,0,0,87,3.31,0,0,0,1,0,88,CHEN J
CSCE-633,75,21,1,0,0,97,3.762,0,0,0,2,0,99,CHOE Y
CSCE-636,49,16,6,1,2,74,3.472,0,0,0,10,0,84,JI S
CSCE-638,84,6,2,0,1,93,3.849,0,0,0,0,0,93,HUANG R
CSCE-643,11,2,0,1,0,14,3.642,2,0,0,2,0,18,O'KANE J
CSCE-646,15,0,0,0,0,15,4,0,0,0,0,0,15,AKLEMAN E
CSCE-649,12,6,0,0,0,18,3.666,0,0,0,1,0,19,KEYSER J
CSCE-664,6,3,2,0,0,11,3.363,0,0,0,0,0,11,STOLERU R
CSCE-666,10,6,0,0,0,16,3.625,0,0,0,2,0,18,GUTIERREZ-OSUNA R
CSCE-672,29,0,0,0,0,29,4,0,0,0,0,0,29,SHIPMAN F
CSCE-685,8,0,0,0,0,8,4,0,0,0,1,0,9,WALKER D
CSCE-689,8,4,1,0,0,13,3.538,0,0,0,0,0,13,VELDT L
CSCE-689,51,13,1,1,2,68,3.617,0,0,0,1,0,69,SHARON G
CSCE-689,8,3,0,0,0,11,3.727,0,0,0,0,0,11,YANG T
CSCE-689,82,0,0,0,0,82,4,0,0,0,0,0,82,SAXENA N
CSCE-702,25,0,0,0,0,25,4,0,0,0,0,0,25,DEWITTE P
CSCE-703,25,0,0,0,0,25,4,0,0,0,0,0,25,DEWITTE P
CSCE-704,32,9,2,0,0,43,3.697,0,0,0,0,0,43,CARLISLE M
CSCE-735,98,1,0,0,0,99,3.989,0,0,0,0,0,99,SARIN V
CSCE-735,19,1,1,0,0,21,3.857,0,0,0,0,0,21,SARIN V
ECEN-214,5,4,0,0,0,9,3.555,0,0,0,0,0,9,TOLIYAT H
ECEN-214,6,6,1,1,0,14,3.214,0,0,0,0,0,14,TOLIYAT H
ECEN-214,4,12,0,0,0,16,3.25,0,0,0,0,0,16,TOLIYAT H
ECEN-214,1,3,6,1,1,12,2.166,0,0,0,2,0,14,TOLIYAT H
ECEN-214,3,6,4,1,0,14,2.785,0,0,0,2,0,16,TOLIYAT H
ECEN-214,1,2,2,0,0,5,2.8,0,0,0,0,0,5,TOLIYAT H
ECEN-214,8,4,3,1,0,16,3.187,0,0,0,0,0,16,MILLER S
ECEN-214,2,7,3,0,1,13,2.692,0,0,0,3,0,16,MILLER S
ECEN-214,3,6,6,0,0,15,2.8,0,0,0,1,0,16,MILLER S
ECEN-214,1,8,6,1,0,16,2.562,0,0,0,0,0,16,MILLER S
ECEN-214,5,4,2,1,0,12,3.083,0,0,0,4,0,16,MILLER S
ECEN-214,5,4,5,0,0,14,3,0,0,0,2,0,16,MILLER S
ECEN-215,6,6,9,1,0,22,2.772,2,0,0,2,0,26,ISKANDER M
ECEN-215,7,12,3,0,1,23,3.043,0,0,0,2,0,25,ISKANDER M
ECEN-215,9,8,0,0,1,18,3.333,0,0,0,3,0,21,ISKANDER M
ECEN-215,7,15,3,0,0,25,3.16,0,0,0,4,0,29,NOWKA K
ECEN-215,6,12,7,1,1,27,2.777,0,0,0,2,0,29,NOWKA K
ECEN-215,4,10,4,0,1,19,2.842,0,0,0,2,0,21,NOWKA K
ECEN-215,2,15,9,0,0,26,2.73,0,0,0,3,0,29,ISKANDER M
ECEN-215,5,3,4,0,0,12,3.083,0,0,0,3,0,15,ISKANDER M
ECEN-215,11,13,4,0,0,28,3.25,0,0,0,1,0,29,ISKANDER M
ECEN-215,0,3,1,2,0,6,2.166,0,0,0,1,0,7,TYLER J
ECEN-215,0,4,10,3,0,17,2.058,0,0,0,1,0,18,TYLER J
ECEN-215,2,2,8,0,0,12,2.5,0,0,0,0,0,12,TYLER J
ECEN-215,5,11,9,2,1,28,2.607,0,0,0,3,0,31,TYLER J
ECEN-215,3,9,13,5,0,30,2.333,0,0,0,2,0,32,TYLER J
ECEN-215,3,8,16,3,2,32,2.218,0,0,0,0,0,32,TYLER J
ECEN-248,9,6,1,0,0,16,3.5,0,0,0,0,0,16,CANTRELL P
ECEN-248,11,1,3,0,0,15,3.533,0,0,0,1,0,16,CANTRELL P
ECEN-248,8,3,2,1,0,14,3.285,0,0,0,2,0,16,CANTRELL P
ECEN-248,6,4,3,2,0,15,2.933,0,0,0,1,0,16,CANTRELL P
ECEN-248,9,5,0,1,1,16,3.25,0,0,0,0,0,16,CANTRELL P
ECEN-248,8,3,5,1,1,18,2.888,0,0,0,1,0,19,CANTRELL P
ECEN-248,5,3,6,1,0,15,2.8,0,0,0,1,0,16,SHI W
ECEN-248,4,4,4,0,1,13,2.769,0,0,0,3,0,16,SHI W
ECEN-248,3,3,8,1,0,15,2.533,0,0,0,1,0,16,SHI W
ECEN-248,4,4,7,0,0,15,2.8,0,0,0,0,0,15,SHI W
ECEN-248,4,7,4,0,0,15,3,0,0,0,1,0,16,SHI W
ECEN-248,5,5,4,1,0,15,2.933,0,0,0,1,0,16,SHI W
ECEN-248,8,2,1,1,0,12,3.416,1,0,0,2,0,15,SPRINTSON A
ECEN-248,10,4,2,0,0,16,3.5,0,0,0,0,0,16,SPRINTSON A
ECEN-248,6,7,3,0,0,16,3.187,0,0,0,0,0,16,SPRINTSON A
ECEN-248,6,8,0,0,0,14,3.428,0,0,0,1,0,15,SPRINTSON A
ECEN-248,8,4,3,0,0,15,3.333,0,0,0,1,0,16,SPRINTSON A
ECEN-248,8,6,0,0,0,14,3.571,0,0,0,2,0,16,SPRINTSON A
ECEN-248,3,6,6,0,0,15,2.8,0,0,0,1,0,16,SHI W
ECEN-248,2,4,9,0,0,15,2.533,0,0,0,1,0,16,SHI W
ECEN-248,8,4,3,0,0,15,3.333,0,0,0,0,0,15,SHI W
ECEN-248,5,6,6,0,0,17,2.941,0,0,0,1,0,18,SHI W
ECEN-248,4,7,4,0,0,15,3,0,0,0,1,0,16,SHI W
ECEN-248,1,3,10,0,1,15,2.2,0,0,0,1,0,16,SHI W
ECEN-248,5,10,0,0,0,15,3.333,0,0,0,1,0,16,YI S
ECEN-248,7,5,4,0,0,16,3.187,0,0,0,0,0,16,YI S
ECEN-248,2,10,2,0,0,14,3,0,0,0,2,0,16,YI S
ECEN-248,6,6,4,0,0,16,3.125,0,0,0,0,0,16,YI S
ECEN-248,9,6,0,1,0,16,3.437,0,0,0,0,0,16,YI S
ECEN-248,10,4,0,1,0,15,3.533,0,0,0,1,0,16,YI S
ECEN-289,8,7,0,0,1,16,3.312,0,0,0,0,0,16,NOWKA K
ECEN-289,4,12,0,1,0,17,3.117,0,0,0,0,0,17,NOWKA K
ECEN-289,2,2,1,2,0,7,2.571,0,0,0,0,0,7,NOWKA K
ECEN-303,2,2,1,0,0,5,3.2,0,0,0,1,0,6,MILLER S
ECEN-303,18,29,25,0,0,72,2.902,0,0,0,18,0,90,MILLER S
ECEN-303,20,34,21,2,1,78,2.897,0,0,0,11,0,89,SAVARI S
ECEN-314,13,7,1,0,0,21,3.571,0,0,0,0,0,21,LIU T
ECEN-314,25,30,18,1,1,75,3.026,0,0,0,2,0,77,LIU T
ECEN-314,32,31,28,4,0,95,2.957,1,0,0,2,0,98,RIGHETTI R
ECEN-314,30,32,33,1,1,97,2.917,0,0,0,4,0,101,LIU T
ECEN-322,6,4,1,0,0,11,3.454,0,0,0,0,0,11,NEVELS R
ECEN-322,9,23,12,2,3,49,2.673,0,0,0,28,0,77,NEVELS R
ECEN-322,10,37,36,0,0,83,2.686,0,0,0,1,0,84,MICHALSKI K
ECEN-325,6,2,0,0,0,8,3.75,0,0,0,0,0,8,MOREIRA-TAMAYO O
ECEN-325,4,6,6,0,0,16,2.875,0,0,0,0,0,16,MOREIRA-TAMAYO O
ECEN-325,4,5,3,1,0,13,2.923,0,0,0,0,0,13,MOREIRA-TAMAYO O
ECEN-325,5,3,3,1,0,12,3,0,0,0,1,0,13,MOREIRA-TAMAYO O
ECEN-325,3,7,5,1,0,16,2.75,0,0,0,0,0,16,MOREIRA-TAMAYO O
ECEN-325,5,9,1,1,0,16,3.125,0,0,0,0,0,16,MOREIRA-TAMAYO O
ECEN-325,1,8,1,0,0,10,3,0,0,0,0,0,10,MOREIRA-TAMAYO O
ECEN-325,7,2,1,1,1,12,3.083,0,0,0,0,0,12,MOREIRA-TAMAYO O
ECEN-325,6,4,3,0,0,13,3.23,0,0,0,1,0,14,MOREIRA-TAMAYO O
ECEN-325,2,2,6,0,0,10,2.6,0,0,0,0,0,10,MOREIRA-TAMAYO O
ECEN-325,6,4,2,1,0,13,3.153,0,0,0,0,0,13,MOREIRA-TAMAYO O
ECEN-325,4,5,5,0,0,14,2.928,0,0,0,0,0,14,MOREIRA-TAMAYO O
ECEN-325,5,5,4,1,0,15,2.933,0,0,0,1,0,16,PALERMO S
ECEN-325,2,5,6,2,0,15,2.466,0,0,0,1,0,16,PALERMO S
ECEN-325,4,6,2,0,0,12,3.166,0,0,0,3,0,15,PALERMO S
ECEN-325,3,6,6,0,1,16,2.625,0,0,0,0,0,16,PALERMO S
ECEN-325,3,3,7,0,0,13,2.692,1,0,0,1,0,15,PALERMO S
